# SCADA frequency-deviation telemetry, generator G4.  dt = 0.2 s.
# Column: t (s), freq_dev (rad/s, rotor speed deviation from grid nominal).
# Question: is this deterministic (low-dimensional chaos) or stochastic noise?
t,freq_dev
26.8100,-0.254966
27.0100,-0.392653
27.2100,-0.525462
27.4100,-0.589788
27.6100,-0.603068
27.8100,-0.590345
28.0100,-0.477874
28.2100,-0.401916
28.4100,-0.252160
28.6100,-0.103305
28.8100,0.079043
29.0100,0.251605
29.2100,0.485220
29.4100,0.628710
29.6100,0.802908
29.8100,0.909068
30.0100,0.988758
30.2100,1.056932
30.4100,1.081833
30.6100,1.095999
30.8100,1.070966
31.0100,1.042100
31.2100,0.984206
31.4100,0.959194
31.6100,0.976554
31.8100,0.906670
32.0100,0.886227
32.2100,0.913649
32.4100,0.948447
32.6100,0.919613
32.8100,0.988112
33.0100,1.038967
33.2100,1.090759
33.4100,1.227761
33.6100,1.308454
33.8100,1.407316
34.0100,1.477982
34.2100,1.565061
34.4100,1.568648
34.6100,1.546866
34.8100,1.437049
35.0100,1.283759
35.2100,1.131076
35.4100,0.851727
35.6100,0.601261
35.8100,0.319083
36.0100,0.038601
36.2100,-0.220929
36.4100,-0.432563
36.6100,-0.652427
36.8100,-0.808918
37.0100,-0.915474
37.2100,-0.947491
37.4100,-0.955230
37.6100,-0.903481
37.8100,-0.814249
38.0100,-0.679494
38.2100,-0.447278
38.4100,-0.234687
38.6100,-0.025437
38.8100,0.231563
39.0100,0.484526
39.2100,0.730164
39.4100,0.963110
39.6100,1.141918
39.8100,1.351129
40.0100,1.420472
40.2100,1.537371
40.4100,1.558182
40.6100,1.556772
40.8100,1.544921
41.0100,1.498070
41.2100,1.414483
41.4100,1.392921
41.6100,1.462511
41.8100,1.483427
42.0100,1.603801
42.2100,1.766164
42.4100,1.903972
42.6100,2.112293
42.8100,2.382984
43.0100,2.569436
43.2100,2.675897
43.4100,2.679133
43.6100,2.535608
43.8100,2.297302
44.0100,2.040884
44.2100,1.724243
44.4100,1.421143
44.6100,1.199407
44.8100,0.952615
45.0100,0.753808
45.2100,0.540905
45.4100,0.380609
45.6100,0.220428
45.8100,0.078714
46.0100,-0.037785
46.2100,-0.192626
46.4100,-0.305380
46.6100,-0.444083
46.8100,-0.554460
47.0100,-0.774734
47.2100,-0.891470
47.4100,-1.084009
47.6100,-1.264687
47.8100,-1.478925
48.0100,-1.636823
48.2100,-1.764616
48.4100,-1.884214
48.6100,-1.912549
48.8100,-1.864274
49.0100,-1.689636
49.2100,-1.487728
49.4100,-1.245272
49.6100,-0.889189
49.8100,-0.565514
50.0100,-0.230784
50.2100,0.186840
50.4100,0.583628
50.6100,0.905671
50.8100,1.205310
51.0100,1.494087
51.2100,1.761467
51.4100,1.894773
51.6100,1.966163
51.8100,1.966437
52.0100,1.919449
52.2100,1.861328
52.4100,1.784324
52.6100,1.728208
52.8100,1.690976
53.0100,1.755659
53.2100,1.814152
53.4100,1.976936
53.6100,2.089881
53.8100,2.281884
54.0100,2.427935
54.2100,2.477870
54.4100,2.513545
54.6100,2.369897
54.8100,2.094461
55.0100,1.815576
55.2100,1.472117
55.4100,1.070508
55.6100,0.793695
55.8100,0.466569
56.0100,0.160729
56.2100,-0.162572
56.4100,-0.442296
56.6100,-0.735012
56.8100,-1.001118
57.0100,-1.305491
57.2100,-1.581901
57.4100,-1.783893
57.6100,-1.996527
57.8100,-2.079854
58.0100,-2.098229
58.2100,-1.928191
58.4100,-1.764480
58.6100,-1.542362
58.8100,-1.300854
59.0100,-1.058867
59.2100,-0.805599
59.4100,-0.567867
59.6100,-0.321831
59.8100,-0.069086
60.0100,0.215655
60.2100,0.465884
60.4100,0.741088
60.6100,1.038373
60.8100,1.362505
61.0100,1.739519
61.2100,2.036278
61.4100,2.301407
61.6100,2.488751
61.8100,2.569148
62.0100,2.589356
62.2100,2.542293
62.4100,2.431940
62.6100,2.375697
62.8100,2.374969
63.0100,2.456743
63.2100,2.573658
63.4100,2.805825
63.6100,3.006871
63.8100,3.197978
64.0100,3.202785
64.2100,3.124179
64.4100,2.921823
64.6100,2.608658
64.8100,2.331240
65.0100,2.119895
65.2100,1.950747
65.4100,1.828899
65.6100,1.810647
65.8100,1.834688
66.0100,1.803678
66.2100,1.818139
66.4100,1.790542
66.6100,1.762615
66.8100,1.619382
67.0100,1.451301
67.2100,1.277244
67.4100,0.975877
67.6100,0.738213
67.8100,0.465549
68.0100,0.167090
68.2100,-0.082194
68.4100,-0.283319
68.6100,-0.521885
68.8100,-0.685401
69.0100,-0.809826
69.2100,-0.839949
69.4100,-0.815188
69.6100,-0.775756
69.8100,-0.713792
70.0100,-0.568460
70.2100,-0.382384
70.4100,-0.161144
70.6100,0.051048
70.8100,0.288600
71.0100,0.516543
71.2100,0.717843
71.4100,0.912842
71.6100,1.075038
71.8100,1.187158
72.0100,1.274569
72.2100,1.337262
72.4100,1.313394
72.6100,1.280190
72.8100,1.209713
73.0100,1.212593
73.2100,1.133803
73.4100,1.125660
73.6100,1.170694
73.8100,1.190386
74.0100,1.221627
74.2100,1.266318
74.4100,1.396592
74.6100,1.519504
74.8100,1.693598
75.0100,1.879581
75.2100,1.977674
75.4100,2.054739
75.6100,2.074261
75.8100,2.034567
76.0100,1.876986
76.2100,1.621613
76.4100,1.352865
76.6100,0.999507
76.8100,0.701775
77.0100,0.355819
77.2100,0.016468
77.4100,-0.344803
77.6100,-0.641395
77.8100,-0.950244
78.0100,-1.220715
78.2100,-1.440272
78.4100,-1.619043
78.6100,-1.706814
78.8100,-1.665885
79.0100,-1.611808
79.2100,-1.465366
79.4100,-1.264249
79.6100,-1.103018
79.8100,-0.850752
80.0100,-0.588218
80.2100,-0.333311
80.4100,-0.090489
80.6100,0.205414
80.8100,0.468964
81.0100,0.733364
81.2100,1.042278
81.4100,1.382771
81.6100,1.669304
81.8100,1.880879
82.0100,2.144751
82.2100,2.250354
82.4100,2.303718
82.6100,2.241870
82.8100,2.181347
83.0100,2.103558
83.2100,2.148353
83.4100,2.122255
83.6100,2.254788
83.8100,2.378396
84.0100,2.619387
84.2100,2.829168
84.4100,3.066190
84.6100,3.205886
84.8100,3.134419
85.0100,3.022998
85.2100,2.771540
85.4100,2.492546
85.6100,2.286998
85.8100,2.132849
86.0100,2.053791
86.2100,2.017233
86.4100,2.027745
86.6100,2.072741
86.8100,2.080876
87.0100,2.055302
87.2100,1.992859
87.4100,1.847181
87.6100,1.563511
87.8100,1.304630
88.0100,0.969963
88.2100,0.629331
88.4100,0.334188
88.6100,-0.012001
88.8100,-0.270286
89.0100,-0.587137
89.2100,-0.800696
89.4100,-1.006202
89.6100,-1.156628
89.8100,-1.207603
90.0100,-1.232446
90.2100,-1.159378
90.4100,-1.051724
90.6100,-0.898631
90.8100,-0.663404
91.0100,-0.414031
91.2100,-0.128692
91.4100,0.113961
91.6100,0.415759
91.8100,0.662708
92.0100,0.976033
92.2100,1.180424
92.4100,1.364503
92.6100,1.546070
92.8100,1.658417
93.0100,1.639969
93.2100,1.638518
93.4100,1.607945
93.6100,1.554386
93.8100,1.547768
94.0100,1.510955
94.2100,1.533930
94.4100,1.623108
94.6100,1.705519
94.8100,1.883795
95.0100,2.048178
95.2100,2.254894
95.4100,2.440591
95.6100,2.655426
95.8100,2.653758
96.0100,2.585275
96.2100,2.387622
96.4100,2.121171
96.6100,1.812137
96.8100,1.539117
97.0100,1.186625
97.2100,0.906680
97.4100,0.672232
97.6100,0.441034
97.8100,0.273116
98.0100,0.074949
98.2100,-0.155739
98.4100,-0.359945
98.6100,-0.539955
98.8100,-0.714680
99.0100,-1.019701
99.2100,-1.185793
99.4100,-1.458386
99.6100,-1.654169
99.8100,-1.912933
100.0100,-2.065796
100.2100,-2.182391
100.4100,-2.166649
100.6100,-2.012434
100.8100,-1.828591
101.0100,-1.595058
101.2100,-1.309982
101.4100,-1.019424
101.6100,-0.673347
101.8100,-0.348771
102.0100,-0.030534
102.2100,0.293505
102.4100,0.605035
102.6100,0.966325
102.8100,1.310661
103.0100,1.672064
103.2100,1.987987
103.4100,2.193917
103.6100,2.342818
103.8100,2.422613
104.0100,2.393806
104.2100,2.321583
104.4100,2.255092
104.6100,2.182189
104.8100,2.215684
105.0100,2.270407
105.2100,2.415344
105.4100,2.597835
105.6100,2.795376
105.8100,2.961562
106.0100,3.048854
106.2100,2.981513
106.4100,2.808926
106.6100,2.534025
106.8100,2.211037
107.0100,1.961885
107.2100,1.698777
107.4100,1.529410
107.6100,1.402085
107.8100,1.277340
108.0100,1.268453
108.2100,1.246605
108.4100,1.237949
108.6100,1.241615
108.8100,1.253450
109.0100,1.244283
109.2100,1.244117
109.4100,1.199838
109.6100,1.145549
109.8100,1.023839
110.0100,0.931560
110.2100,0.790194
110.4100,0.634694
110.6100,0.477204
110.8100,0.351594
111.0100,0.174862
111.2100,0.102862
111.4100,0.006175
111.6100,-0.060770
111.8100,-0.100586
112.0100,-0.136978
112.2100,-0.119731
112.4100,-0.069470
112.6100,-0.021327
112.8100,0.042358
113.0100,0.087436
113.2100,0.213966
113.4100,0.313231
113.6100,0.392855
113.8100,0.451935
114.0100,0.478902
114.2100,0.576991
114.4100,0.587497
114.6100,0.555670
114.8100,0.613269
115.0100,0.560301
115.2100,0.534413
115.4100,0.504836
115.6100,0.487982
115.8100,0.388608
116.0100,0.323012
116.2100,0.261678
116.4100,0.154379
116.6100,0.001478
116.8100,-0.136678
117.0100,-0.310147
117.2100,-0.470569
117.4100,-0.638183
117.6100,-0.844540
117.8100,-1.066252
118.0100,-1.265094
118.2100,-1.502847
118.4100,-1.659183
118.6100,-1.764260
118.8100,-1.825427
119.0100,-1.808767
119.2100,-1.758937
119.4100,-1.670869
119.6100,-1.536941
119.8100,-1.443812
120.0100,-1.350300
120.2100,-1.222853
120.4100,-1.180202
120.6100,-1.147451
120.8100,-1.192019
121.0100,-1.199163
121.2100,-1.264729
121.4100,-1.354514
121.6100,-1.484366
121.8100,-1.556066
122.0100,-1.634973
122.2100,-1.723373
122.4100,-1.774641
122.6100,-1.729574
122.8100,-1.604828
123.0100,-1.489725
123.2100,-1.186348
123.4100,-0.873049
123.6100,-0.538819
123.8100,-0.171499
124.0100,0.166297
124.2100,0.488996
124.4100,0.805738
124.6100,1.096925
124.8100,1.302616
125.0100,1.483068
125.2100,1.603740
125.4100,1.658929
125.6100,1.593189
125.8100,1.530129
126.0100,1.446103
126.2100,1.372675
126.4100,1.254302
126.6100,1.206895
126.8100,1.099530
127.0100,1.077148
127.2100,1.060462
127.4100,1.084774
127.6100,1.114547
127.8100,1.106090
128.0100,1.175006
128.2100,1.266534
128.4100,1.315341
128.6100,1.358921
128.8100,1.450900
129.0100,1.448423
129.2100,1.413464
129.4100,1.309573
129.6100,1.205287
129.8100,1.002133
130.0100,0.818073
130.2100,0.547312
130.4100,0.310653
130.6100,0.098655
130.8100,-0.137519
131.0100,-0.304069
131.2100,-0.474362
131.4100,-0.621102
131.6100,-0.680145
131.8100,-0.719911
132.0100,-0.677541
132.2100,-0.644794
132.4100,-0.535094
132.6100,-0.360212
132.8100,-0.168791
133.0100,0.018623
133.2100,0.185440
133.4100,0.398772
133.6100,0.631080
133.8100,0.790546
134.0100,0.943121
134.2100,1.103223
134.4100,1.211216
134.6100,1.248236
134.8100,1.258530
135.0100,1.260222
135.2100,1.280193
135.4100,1.220957
135.6100,1.203572
135.8100,1.190752
136.0100,1.195815
136.2100,1.196134
136.4100,1.258873
136.6100,1.307412
136.8100,1.426322
137.0100,1.553344
137.2100,1.763985
137.4100,1.924599
137.6100,2.089456
137.8100,2.241273
138.0100,2.318398
138.2100,2.313898
138.4100,2.138468
138.6100,1.926050
138.8100,1.649354
139.0100,1.381364
139.2100,1.011167
139.4100,0.652326
139.6100,0.338193
139.8100,0.042134
140.0100,-0.320373
140.2100,-0.635143
140.4100,-0.910051
140.6100,-1.219400
140.8100,-1.487657
141.0100,-1.741304
141.2100,-1.859104
141.4100,-1.946433
141.6100,-1.960120
141.8100,-1.862548
142.0100,-1.754107
142.2100,-1.495280
142.4100,-1.284866
142.6100,-1.039261
142.8100,-0.803077
143.0100,-0.596140
143.2100,-0.397622
143.4100,-0.128845
143.6100,0.084393
143.8100,0.341135
144.0100,0.602383
144.2100,0.895890
144.4100,1.166453
144.6100,1.562114
144.8100,1.868598
145.0100,2.185706
145.2100,2.443598
145.4100,2.555393
145.6100,2.568683
145.8100,2.552164
146.0100,2.466785
146.2100,2.404569
146.4100,2.383282
146.6100,2.378629
146.8100,2.541570
147.0100,2.690311
147.2100,2.948098
147.4100,3.139888
147.6100,3.245123
147.8100,3.220627
148.0100,3.045512
148.2100,2.791572
148.4100,2.497062
148.6100,2.288462
148.8100,2.144024
149.0100,2.032264
149.2100,1.966077
149.4100,1.947320
149.6100,1.938590
149.8100,1.999035
150.0100,1.959166
150.2100,1.897008
150.4100,1.764723
150.6100,1.577763
150.8100,1.317011
151.0100,1.036036
151.2100,0.709242
151.4100,0.413876
151.6100,0.166869
151.8100,-0.161092
152.0100,-0.419106
152.2100,-0.624614
152.4100,-0.800562
152.6100,-0.967097
152.8100,-1.023105
153.0100,-1.014282
153.2100,-0.979858
153.4100,-0.878232
153.6100,-0.695195
153.8100,-0.544756
154.0100,-0.304289
154.2100,-0.070526
154.4100,0.226344
154.6100,0.415951
154.8100,0.691079
155.0100,0.923721
155.2100,1.146177
155.4100,1.302316
155.6100,1.427204
155.8100,1.427905
156.0100,1.490275
156.2100,1.452389
156.4100,1.408687
156.6100,1.391534
156.8100,1.329079
157.0100,1.290822
157.2100,1.335674
157.4100,1.355719
157.6100,1.450655
157.8100,1.585944
158.0100,1.734457
158.2100,1.936183
158.4100,2.086333
158.6100,2.227123
158.8100,2.355630
159.0100,2.376387
159.2100,2.285832
159.4100,2.129738
159.6100,1.839258
159.8100,1.496395
160.0100,1.214354
160.2100,0.862167
160.4100,0.543400
160.6100,0.220038
160.8100,-0.080027
161.0100,-0.397752
161.2100,-0.677315
161.4100,-0.993884
161.6100,-1.286283
161.8100,-1.556667
162.0100,-1.824158
162.2100,-1.964508
162.4100,-2.047365
162.6100,-2.024140
162.8100,-1.952972
163.0100,-1.722418
163.2100,-1.539128
163.4100,-1.331513
163.6100,-1.103218
163.8100,-0.840120
164.0100,-0.607083
164.2100,-0.393617
164.4100,-0.150193
164.6100,0.069246
164.8100,0.339673
165.0100,0.578754
165.2100,0.878733
165.4100,1.207913
165.6100,1.566355
165.8100,1.825700
166.0100,2.146280
166.2100,2.393459
166.4100,2.592476
166.6100,2.616898
166.8100,2.602582
167.0100,2.532240
167.2100,2.430698
167.4100,2.388185
167.6100,2.423055
167.8100,2.495346
168.0100,2.684098
168.2100,2.919381
168.4100,3.127720
168.6100,3.232049
168.8100,3.175110
169.0100,3.038089
169.2100,2.808972
169.4100,2.523698
169.6100,2.257369
169.8100,2.043751
170.0100,1.941840
170.2100,1.846626
170.4100,1.812550
170.6100,1.828410
170.8100,1.890515
171.0100,1.867502
171.2100,1.848911
171.4100,1.723412
171.6100,1.597102
171.8100,1.355170
172.0100,1.109688
172.2100,0.882103
172.4100,0.558060
172.6100,0.247272
172.8100,-0.014981
173.0100,-0.253911
173.2100,-0.452567
173.4100,-0.664832
173.6100,-0.823403
173.8100,-0.877051
174.0100,-0.899017
174.2100,-0.868852
174.4100,-0.762670
174.6100,-0.652248
174.8100,-0.471665
175.0100,-0.308013
175.2100,-0.045404
175.4100,0.214283
175.6100,0.425113
175.8100,0.643813
176.0100,0.852178
176.2100,1.066100
176.4100,1.155602
176.6100,1.272359
176.8100,1.340433
177.0100,1.363540
177.2100,1.327089
177.4100,1.310051
177.6100,1.259231
177.8100,1.231338
178.0100,1.202430
178.2100,1.177056
178.4100,1.217759
178.6100,1.281251
178.8100,1.319628
179.0100,1.439522
179.2100,1.591201
179.4100,1.711731
179.6100,1.899743
179.8100,2.023866
180.0100,2.173280
180.2100,2.229132
180.4100,2.161490
180.6100,1.957306
180.8100,1.733938
181.0100,1.421188
181.2100,1.088172
181.4100,0.771804
181.6100,0.368924
181.8100,0.076037
182.0100,-0.278077
182.2100,-0.570760
182.4100,-0.902279
182.6100,-1.203706
182.8100,-1.432824
183.0100,-1.618191
183.2100,-1.755611
183.4100,-1.787104
183.6100,-1.763590
183.8100,-1.678345
184.0100,-1.444879
184.2100,-1.240116
184.4100,-1.022811
184.6100,-0.787075
184.8100,-0.526203
185.0100,-0.310581
185.2100,-0.063954
185.4100,0.207857
185.6100,0.510352
185.8100,0.749763
186.0100,1.106713
186.2100,1.383889
186.4100,1.682138
186.6100,2.007498
186.8100,2.201575
187.0100,2.317709
187.2100,2.387576
187.4100,2.389750
187.6100,2.329641
187.8100,2.230155
188.0100,2.213545
188.2100,2.246211
188.4100,2.318997
188.6100,2.511633
188.8100,2.730606
189.0100,2.959288
189.2100,3.148434
189.4100,3.234324
189.6100,3.164672
189.8100,2.962783
190.0100,2.714501
190.2100,2.496713
190.4100,2.276850
190.6100,2.154889
190.8100,2.093806
191.0100,2.070699
191.2100,2.129046
191.4100,2.099679
191.6100,2.140124
191.8100,2.071217
192.0100,1.994335
192.2100,1.793628
192.4100,1.457429
192.6100,1.168614
192.8100,0.869373
193.0100,0.534729
193.2100,0.204015
193.4100,-0.125483
193.6100,-0.405387
193.8100,-0.662114
194.0100,-0.899658
194.2100,-1.053415
194.4100,-1.237709
194.6100,-1.233616
194.8100,-1.251441
195.0100,-1.129018
195.2100,-1.009933
195.4100,-0.830893
195.6100,-0.575723
195.8100,-0.344377
196.0100,-0.069678
196.2100,0.201676
196.4100,0.518479
196.6100,0.807455
196.8100,1.077648
197.0100,1.282130
197.2100,1.488367
197.4100,1.595190
197.6100,1.662052
197.8100,1.691846
198.0100,1.679064
198.2100,1.608020
198.4100,1.565111
198.6100,1.536914
198.8100,1.540169
199.0100,1.556862
199.2100,1.675789
199.4100,1.774443
199.6100,1.962485
199.8100,2.139664
200.0100,2.373966
200.2100,2.555162
200.4100,2.644109
200.6100,2.686098
200.8100,2.524671
201.0100,2.323556
201.2100,2.017174
201.4100,1.673442
201.6100,1.374216
201.8100,1.106641
202.0100,0.840322
202.2100,0.604500
202.4100,0.380930
202.6100,0.146970
202.8100,-0.017254
203.0100,-0.250138
203.2100,-0.393768
203.4100,-0.617373
203.6100,-0.828822
203.8100,-1.042547
204.0100,-1.267454
204.2100,-1.541513
204.4100,-1.780287
204.6100,-1.970125
204.8100,-2.136178
205.0100,-2.177191
205.2100,-2.087905
205.4100,-2.003153
205.6100,-1.750611
205.8100,-1.518022
206.0100,-1.182076
206.2100,-0.879361
206.4100,-0.555540
206.6100,-0.223072
206.8100,0.123454
207.0100,0.421072
207.2100,0.756384
207.4100,1.077797
207.6100,1.451222
207.8100,1.760107
208.0100,2.065433
208.2100,2.261911
208.4100,2.420379
208.6100,2.375656
208.8100,2.366363
209.0100,2.311538
209.2100,2.213696
209.4100,2.170211
209.6100,2.206632
209.8100,2.280207
210.0100,2.470729
210.2100,2.719716
210.4100,2.895177
210.6100,2.991120
210.8100,3.021875
211.0100,2.920504
211.2100,2.724160
211.4100,2.401778
211.6100,2.110266
211.8100,1.876212
212.0100,1.656916
212.2100,1.464273
212.4100,1.329437
212.6100,1.242516
212.8100,1.215461
213.0100,1.167362
213.2100,1.227531
213.4100,1.210382
213.6100,1.243408
213.8100,1.273195
214.0100,1.244233
214.2100,1.158986
214.4100,1.133024
214.6100,1.045313
214.8100,0.890364
215.0100,0.752186
215.2100,0.625792
215.4100,0.451821
215.6100,0.375345
215.8100,0.173092
216.0100,0.091741
216.2100,0.022455
216.4100,-0.039148
216.6100,-0.069162
216.8100,-0.080399
217.0100,-0.080059
217.2100,-0.021955
217.4100,-0.038063
217.6100,0.068001
217.8100,0.126906
218.0100,0.221960
218.2100,0.302122
218.4100,0.353677
218.6100,0.424992
218.8100,0.508066
219.0100,0.539995
219.2100,0.545193
219.4100,0.609650
219.6100,0.609953
219.8100,0.515063
220.0100,0.516801
220.2100,0.514368
220.4100,0.421002
220.6100,0.338393
220.8100,0.245679
221.0100,0.141331
221.2100,0.035517
221.4100,-0.099556
221.6100,-0.219237
221.8100,-0.405526
222.0100,-0.587645
222.2100,-0.799864
222.4100,-0.984967
222.6100,-1.212449
222.8100,-1.398640
223.0100,-1.548100
223.2100,-1.691609
223.4100,-1.761488
223.6100,-1.774512
223.8100,-1.733347
224.0100,-1.647252
224.2100,-1.537095
224.4100,-1.396362
224.6100,-1.322471
224.8100,-1.182069
225.0100,-1.140324
225.2100,-1.114986
225.4100,-1.096426
225.6100,-1.113947
225.8100,-1.137017
226.0100,-1.218259
226.2100,-1.265458
226.4100,-1.402968
226.6100,-1.537612
226.8100,-1.604243
227.0100,-1.702231
227.2100,-1.691345
227.4100,-1.636460
227.6100,-1.539961
227.8100,-1.402593
228.0100,-1.150860
228.2100,-0.811644
228.4100,-0.520791
228.6100,-0.191472
228.8100,0.166822
229.0100,0.521069
229.2100,0.800913
229.4100,1.044094
229.6100,1.264946
229.8100,1.426277
230.0100,1.491920
230.2100,1.509321
230.4100,1.503486
230.6100,1.415922
230.8100,1.342395
231.0100,1.245121
231.2100,1.191114
231.4100,1.037422
231.6100,0.974574
231.8100,0.910600
232.0100,0.873921
232.2100,0.851258
232.4100,0.798714
232.6100,0.782123
232.8100,0.766648
233.0100,0.791553
233.2100,0.839977
233.4100,0.856569
233.6100,0.866960
233.8100,0.913891
234.0100,0.955250
234.2100,0.993002
234.4100,0.989811
234.6100,1.000916
234.8100,0.955315
235.0100,0.932859
235.2100,0.930055
235.4100,0.775323
235.6100,0.716206
235.8100,0.619417
236.0100,0.494048
236.2100,0.372681
236.4100,0.281734
236.6100,0.189126
236.8100,0.110179
237.0100,0.016328
237.2100,0.014014
237.4100,-0.015020
237.6100,-0.002380
237.8100,0.039470
238.0100,0.091506
238.2100,0.154461
238.4100,0.194654
238.6100,0.296767
238.8100,0.376911
239.0100,0.448456
239.2100,0.519105
239.4100,0.544310
239.6100,0.587582
239.8100,0.638118
240.0100,0.611472
240.2100,0.646843
240.4100,0.623881
240.6100,0.607967
240.8100,0.551725
241.0100,0.531083
241.2100,0.502685
241.4100,0.467077
241.6100,0.407045
241.8100,0.314501
242.0100,0.230729
242.2100,0.124295
242.4100,0.041240
242.6100,-0.095533
242.8100,-0.220714
243.0100,-0.360472
243.2100,-0.580437
243.4100,-0.815821
243.6100,-1.028600
243.8100,-1.278818
244.0100,-1.512761
244.2100,-1.684655
244.4100,-1.887897
244.6100,-2.042349
244.8100,-2.042747
245.0100,-1.999233
245.2100,-1.940537
245.4100,-1.820916
245.6100,-1.679119
245.8100,-1.543644
246.0100,-1.439742
246.2100,-1.366435
246.4100,-1.341142
246.6100,-1.355142
246.8100,-1.401154
247.0100,-1.496057
247.2100,-1.643876
247.4100,-1.730061
247.6100,-1.826274
247.8100,-1.912268
248.0100,-1.900554
248.2100,-1.862520
248.4100,-1.725156
248.6100,-1.449962
248.8100,-1.174431
249.0100,-0.849138
249.2100,-0.476083
249.4100,-0.104255
249.6100,0.249347
249.8100,0.550285
250.0100,0.920110
250.2100,1.222590
250.4100,1.458323
250.6100,1.661704
250.8100,1.786158
251.0100,1.783650
251.2100,1.740328
251.4100,1.731783
251.6100,1.591666
251.8100,1.486023
252.0100,1.440677
252.2100,1.394795
252.4100,1.353108
252.6100,1.396561
252.8100,1.417161
253.0100,1.483968
253.2100,1.604242
253.4100,1.725759
253.6100,1.801699
253.8100,1.896876
254.0100,1.912443
254.2100,1.923283
254.4100,1.725384
254.6100,1.564258
254.8100,1.272737
255.0100,0.968424
255.2100,0.661627
255.4100,0.335600
255.6100,0.018904
255.8100,-0.310111
256.0100,-0.617191
256.2100,-0.873791
256.4100,-1.069376
256.6100,-1.231340
256.8100,-1.314772
257.0100,-1.363857
257.2100,-1.310224
257.4100,-1.196274
257.6100,-1.065378
257.8100,-0.899922
258.0100,-0.666167
258.2100,-0.422874
258.4100,-0.098827
258.6100,0.127713
258.8100,0.452769
259.0100,0.727577
259.2100,1.034705
259.4100,1.290734
259.6100,1.509241
259.8100,1.701113
260.0100,1.839825
260.2100,1.908414
260.4100,1.901583
260.6100,1.877054
260.8100,1.857736
261.0100,1.746649
261.2100,1.768800
261.4100,1.772663
261.6100,1.876183
261.8100,2.030120
262.0100,2.208827
262.2100,2.461585
262.4100,2.656662
262.6100,2.907817
262.8100,2.971400
263.0100,2.960420
263.2100,2.791102
263.4100,2.494512
263.6100,2.264281
263.8100,2.036013
264.0100,1.859112
264.2100,1.683828
264.4100,1.585719
264.6100,1.500803
264.8100,1.542011
265.0100,1.557950
265.2100,1.540641
265.4100,1.547791
265.6100,1.510038
265.8100,1.514512
266.0100,1.461153
266.2100,1.285972
266.4100,1.120481
266.6100,0.899184
266.8100,0.644028
267.0100,0.460596
